audio_path,label
../SEP28K_testset/phoneme_level/prolongation/9.wav,S P AH S IH F IH K S OW [PRO] SH AH L K AA N T EH K S T S
../SEP28K_testset/phoneme_level/prolongation/10.wav,W AH T S P AH [PRO] S IH F IH K P AA R T S
../SEP28K_testset/phoneme_level/prolongation/11.wav,AA R Y UW [PRO] G AY Z D UW
../SEP28K_testset/phoneme_level/prolongation/13.wav,IH N N UW Y AO R K S IH T IY B AY T EH R OW AE [PRO] L AH G Z AE N D ER
../SEP28K_testset/phoneme_level/prolongation/14.wav,D R [PRO] AH G AH L IH NG
../SEP28K_testset/phoneme_level/prolongation/15.wav,V EH R IY W EH L TH [PRO] AE NG K S AH P HH IH M
../SEP28K_testset/phoneme_level/prolongation/16.wav,IH T S DH AE R AH M AH N D IY [PRO] M AO R N IH NG HH IY R
../SEP28K_testset/phoneme_level/prolongation/18.wav,AE N Y UH R L [PRO] IH S AH N IH NG T UW DH AH P AO D K AE S T
../SEP28K_testset/phoneme_level/prolongation/19.wav,B AH T HH AE [PRO] V IH NG AE N AH N D ER S T EY N D IH NG AH V DH AE T
../SEP28K_testset/phoneme_level/prolongation/20.wav,M EY B IY [PRO] T UW Y IH R Z AH G OW AH Y UW AH N AH HH AE F AH G OW
../SEP28K_testset/phoneme_level/prolongation/21.wav,S OW AH M S OW B L EH R T UW HH AE [PRO] V Y UW HH IY R W IH DH AH S T AH D EY
../SEP28K_testset/phoneme_level/prolongation/22.wav, R IY F AH [PRO] L EH K T IH NG B AE K
../SEP28K_testset/phoneme_level/prolongation/23.wav,M EY K S M IY F IY L [PRO] AY T AH N D AY S T AE T ER D L AY K DH AE T
../SEP28K_testset/phoneme_level/prolongation/26.wav,N UH R OW S AY AH N S AH N D N UH R OW IH [PRO] M AH JH IH NG
../SEP28K_testset/phoneme_level/prolongation/27.wav,AH N D DH AE T IH Z HH Y UW [PRO] JH
../SEP28K_testset/phoneme_level/prolongation/28.wav,AH N D IH T S AH B Y UW T AH F AH L S [PRO] AE T ER D IY AE F T ER N UW N HH IY R
../SEP28K_testset/phoneme_level/prolongation/30.wav,F R AH [PRO] M S AW TH L AO S T R EY L Y AH
../SEP28K_testset/phoneme_level/prolongation/31.wav,HH UW ER N D HH ER M [PRO] AE S T ER Z D IH G R IY IH N S OW SH AH L W ER K F R AH M S AE N F R AH M S IH S K OW S T EY T IH N Y UW N AH V ER S AH T IY
../SEP28K_testset/phoneme_level/prolongation/32.wav,HH AE Z B IH N AH S [PRO] P IH R IY AH L IH K S P IH R IY AH N S
../SEP28K_testset/phoneme_level/prolongation/33.wav,HH UW IH Z AH S [PRO] OW SH AH L W ER K ER HH UW R AH N Z S P IY CH CH AE L AH N JH IH Z K AW N S AH L IH NG
../SEP28K_testset/phoneme_level/prolongation/35.wav,AH N D DH AE T AY N IY D T UW AE K S [PRO] EH P T IH T
../SEP28K_testset/phoneme_level/prolongation/36.wav,JH AH S T B IH K AH M Z AE K S [PRO] EH P T IH D AH V AH D IH F ER AH N T W EY AH V T AO K IH NG
../SEP28K_testset/phoneme_level/prolongation/40.wav,S [PRO] OW HH IY HH AE Z M IY DH AH S L IH S T AH V K AH M AE N D Z AH N D SH IY W EY T
../SEP28K_testset/phoneme_level/prolongation/41.wav,B IH K AO Z AY M EH T S [PRO] T OW M EH N IY W AH N D ER F AH L P IY P AH L AH N D AY T R AE V AH L D DH AH W ER L D
../SEP28K_testset/phoneme_level/prolongation/43.wav,W IH CH IH Z SH [PRO] AE L AH B R IY DH IH NG
../SEP28K_testset/phoneme_level/prolongation/45.wav,AH [PRO] N D AY L AY V IH N DH AH S EH N T R AH L
../SEP28K_testset/phoneme_level/repetition/45.wav,AH N T R AY IH NG T UW M IY [PRO] T DH IH S N UW AE Z F AE S T AE Z W IY K AE N
../SEP28K_testset/phoneme_level/more/5.wav,EH V R IY W AH N HH AE Z DH EH R S [PRO] T R AH G AH L
../SEP28K_testset/phoneme_level/more/6.wav,S OW [PRO] M EH N IY T AY M Z DH EH R AH
../SEP28K_testset/phoneme_level/more/12.wav,K AE N Y UW SH EH R W IH DH AW ER L IH [PRO] S AH N ER Z
../SEP28K_testset/phoneme_level/more/17.wav,T AH D EY DH AE N DH AE N Y UW [PRO] N AO R M AH L IY HH AE V
../SEP28K_testset/phoneme_level/more/21.wav,HH IH Z M AA M AH N D D AE D AH N D L [PRO] T AH L B R AH DH ER
../SEP28K_testset/phoneme_level/more/22.wav,M OW S T IH [PRO] M IY D IY AH T S OW
../SEP28K_testset/phoneme_level/pause_w2p/1.wav,DH AE T EH S R IH L IY AE Z F AA R AE Z M AY [PAU] K AA N T R AH B Y UW SH AH N Z HH AE V G AO N
../SEP28K_testset/phoneme_level/pause_w2p/2.wav,AH N D DH EH N HH AE V AH G R EY T [PAU] K ER IH R
../SEP28K_testset/phoneme_level/pause_w2p/3.wav,D UH R IH NG [PAU] AO L AH V DH OW Z L AY F IH V EH N T S
../SEP28K_testset/phoneme_level/pause_w2p/4.wav,B IH K AO Z AY D AA N T IY W AA N T T UW G EH T [PAU] S T AH K AA N AH W ER D
../SEP28K_testset/phoneme_level/pause_w2p/5.wav,EH N JH OY IH NG AH N AY S K W AY AH T [PAU] S AH N D EY OW V ER HH IY R
../SEP28K_testset/phoneme_level/pause_w2p/6.wav,B IH K AO Z AY W AO N T IH D T UW [PAU] IH M P R UW V M AY P AA L AH S IY
../SEP28K_testset/phoneme_level/pause_w2p/7.wav,TH AE NG K Y UW S ER AY HH AE V B IH N [PAU] EH N JH OY IH NG Y AO R P AO D K AE S T
../SEP28K_testset/phoneme_level/pause_w2p/8.wav,DH AE T IH Z HH AW AY [PAU] W UH D S P IY K
../SEP28K_testset/phoneme_level/pause_w2p/9.wav,AY TH IH NG K W IY R IH L IY D UW HH AE V S AH M TH IH NG F AO R [PAU] EH V R IY W AH N
../SEP28K_testset/phoneme_level/pause_w2p/10.wav,IH T M EY D M IY [PAU] F IY L L AY K AY W AA Z B R OW K AH N
../SEP28K_testset/phoneme_level/pause_w2p/11.wav,HH AW IH Z DH IH S [PAU] B IY S T AE K CH UW AH L IY EY B AH L T UW K AH N T R OW L AH S
../SEP28K_testset/phoneme_level/pause_w2p/12.wav,AY R IH L AE K S B IH K AO Z W AH N S [PAU] AY G EH T HH OW M
../SEP28K_testset/phoneme_level/pause_w2p/13.wav,P ER S AH N AH L IY AY T R UW L IY D AA N T IY F IY L L AY K [PAU] AY HH AE V DH AH CH OY S AH V S T AH T ER IH NG
../SEP28K_testset/phoneme_level/pause_w2p/14.wav,W IY R EY DH AH [PAU] AW ER F AO R L AH N CH
../SEP28K_testset/phoneme_level/pause_w2p/15.wav,IY CH D EY [PAU] HH AE Z AH N UW TH IY M
../SEP28K_testset/phoneme_level/pause_w2p/16.wav,T AH D EY AY HH AE V DH AH AA P ER T UW N AH T IY AH N D [PAU] P L EH ZH ER T UW CH AE T W IH DH
../SEP28K_testset/phoneme_level/pause_w2p/17.wav,AH N D [PAU] W AH T D UW Y UW TH IH NG K DH AE T EH S DH AH K EY S
../SEP28K_testset/phoneme_level/pause_w2p/18.wav,DH AE T P ER S AH N HH AE D AH T AH N AH V [PAU] F R EH N D Z
../SEP28K_testset/phoneme_level/pause_w2p/19.wav,AY D EH L T W IH DH AH L AA T AH V [PAU] P ER S IH N AH L CH AE L AH N JH IH Z
../SEP28K_testset/phoneme_level/pause_w2p/20.wav,AY W AO N T IH D T UW B IY DH AE T P ER S AH N [PAU] AO R DH IH S P ER S AH N
../SEP28K_testset/phoneme_level/pause_w2p/24.wav,IH N F L UW AH N S T Y AO R [PAU] CH OY S AH V K ER IH R
../SEP28K_testset/phoneme_level/pause_w2p/25.wav,AH N D IH T EH S JH AH S T [PAU] IH T EH S T AH F F AY N D IH NG
../SEP28K_testset/phoneme_level/pause_w2p/26.wav,W IY [PAU] AA R AH N K AH M F ER T AH B AH L W IH DH DH AH
../SEP28K_testset/phoneme_level/pause_w2p/27.wav,AH N D B IY IH NG [PAU] AE K S EH P T IH D
../SEP28K_testset/phoneme_level/fluent/1.wav,IH N M AY AY Z AY W UH D L UH K AO L OW V ER DH AH P L EY S
../SEP28K_testset/phoneme_level/fluent/2.wav,AH N D IH M T AY ER D
../SEP28K_testset/phoneme_level/fluent/6.wav,AH N D IH T S AO L S OW F R IY
../SEP28K_testset/phoneme_level/fluent/7.wav,S OW AY W AA N T T UW HH IY R F R AH M Y UW
../SEP28K_testset/phoneme_level/fluent/8.wav,AY M IH S T DH AH F ER S T T UW D EY Z
../SEP28K_testset/phoneme_level/fluent/9.wav,IH F Y UW D UW DH IH S
../SEP28K_testset/phoneme_level/fluent/10.wav,DH EH R AA R T UW W EY Z Y UW K AE N D UW DH IH S
../SEP28K_testset/phoneme_level/fluent/11.wav,Y UW K AE N R AH K AO R D
../SEP28K_testset/phoneme_level/fluent/12.wav,K AH M P L IY T L IY AH N D ER S T AE N D M IY
../SEP28K_testset/phoneme_level/fluent/13.wav,AH N D AY W IH L P UH T DH AE T
../SEP28K_testset/phoneme_level/fluent/14.wav,B IH K AO Z Y UW AA R N AA T AH L OW N
../SEP28K_testset/phoneme_level/fluent/15.wav,W ER AO L IH N DH IH S T AH G EH DH ER
../SEP28K_testset/phoneme_level/fluent/16.wav,IH F AY K AE N L ER N F R AH M Y UW
../SEP28K_testset/phoneme_level/fluent/17.wav,K AE N L ER N F R AH M M IY
../SEP28K_testset/phoneme_level/fluent/18.wav,AH N D DH AE T IH Z W AY W IY AA R HH IY R
../SEP28K_testset/phoneme_level/fluent/20.wav,DH EY S K EH R D DH AH D AO G AH W EY
../SEP28K_testset/phoneme_level/fluent/21.wav,Y UW AA R N AA T AH L OW N
../SEP28K_testset/phoneme_level/fluent/22.wav,HH AW AA R Y UW D UW IH NG
../SEP28K_testset/phoneme_level/fluent/24.wav,S OW DH AH K AO L T UW AE K SH AH N
../SEP28K_testset/phoneme_level/fluent/26.wav,AY HH AE V AH S T AH T ER
../SEP28K_testset/phoneme_level/fluent/27.wav,AY TH AO T AH B AW T IH T
../SEP28K_testset/phoneme_level/fluent/28.wav,L EH T M IY N OW IH F Y UW
../SEP28K_testset/phoneme_level/fluent/29.wav,S OW AE Z AO L W EY Z
../SEP28K_testset/phoneme_level/fluent/30.wav,AY W AA N T T UW HH IY R F R AH M Y UW
../SEP28K_testset/phoneme_level/fluent/31.wav,IH T S L AY K AE N AH M EH R AH K AH N HH AA L AH D EY
../SEP28K_testset/phoneme_level/fluent/32.wav,B IH K AO Z Y UW AA R N AA T AH L OW N
../SEP28K_testset/phoneme_level/fluent/33.wav,K UH D Y UW IH N T R AH D UW S Y ER S EH L F
../SEP28K_testset/phoneme_level/fluent/34.wav,DH AH IH M B EH R AH S M AH N T AH V D UW IH NG DH AE T
../SEP28K_testset/phoneme_level/fluent/35.wav,B IH K AO Z W EH N AY W EH N T T UW
../SEP28K_testset/phoneme_level/fluent/36.wav,AY W AA N T F AO R EH V R IY W AH N T UW N OW
../SEP28K_testset/phoneme_level/fluent/37.wav,AH N D IH N HH IY R
../SEP28K_testset/phoneme_level/fluent/38.wav,AE Z AY AE M P R AE K T AH S IH NG
../SEP28K_testset/phoneme_level/fluent/39.wav,DH EH R F AO R AY D IH D N AA T S T AH T ER
../SEP28K_testset/phoneme_level/fluent/40.wav,AH V M AY B AA D IY L AE NG G W AH JH
../SEP28K_testset/phoneme_level/fluent/41.wav,AH N D G AY D AH D M IY TH R UW DH AE T R AH F P AA R T AH V M AY HH AY S K UW L L AY F
../SEP28K_testset/phoneme_level/fluent/42.wav,W AH T Y UW D UW T UW K IY P Y ER S EH L F B IH Z IY
../SEP28K_testset/phoneme_level/fluent/43.wav,AH N D S OW AY
../SEP28K_testset/phoneme_level/fluent/44.wav,W EH N AY HH AE V T UW D UW IH T
../SEP28K_testset/phoneme_level/fluent/45.wav,D UW Y UW HH AE V EH N IY
../SEP28K_testset/phoneme_level/fluent/46.wav,N AW AY D UW HH AE V M AY G UH D D EY Z
../SEP28K_testset/phoneme_level/fluent/47.wav,HH AE Z HH EH L P T M IY
../SEP28K_testset/phoneme_level/fluent/48.wav,AY B IH G AE N T UW R AH N
../SEP28K_testset/phoneme_level/fluent/49.wav,AH N D W AH N T AY M
../SEP28K_testset/phoneme_level/fluent/50.wav,N AH TH IH NG N EH V ER HH AE P AH N D
../SEP28K_testset/phoneme_level/fluent/52.wav,AH N D W EH N AY G AA T AW T AY W EH N T T UW S K UW L
../SEP28K_testset/phoneme_level/fluent/53.wav,T UW G EH T S T AA R T IH D
../SEP28K_testset/phoneme_level/fluent/55.wav,SH IY AE S K S HH IH M
../SEP28K_testset/phoneme_level/fluent/56.wav,F AO R DH AH F ER S T T AY M
../SEP28K_testset/phoneme_level/fluent/57.wav,IH N M AY L AY F AY W UH D L AH V
../SEP28K_testset/phoneme_level/fluent/58.wav,AY W UH D L AH V T UW HH AE V AH D EY
../SEP28K_testset/phoneme_level/fluent/59.wav,AH N D JH AH S T EH N JH OY AH S IH M P AH L K AA N V ER S EY SH AH N
../SEP28K_testset/phoneme_level/fluent/60.wav,DH EH R TH AO T S AH B AW T DH EH R OW N S P IY CH
../SEP28K_testset/phoneme_level/fluent/61.wav,AH N D S OW AY W UH D AO L W EY Z
../SEP28K_testset/phoneme_level/fluent/62.wav,AH N D K AH M Y UW N AH K EY SH AH N S K IH L Z
../SEP28K_testset/phoneme_level/fluent/63.wav,K AH M P EH R IH NG M AY S EH L F T UW AH DH ER P IY P AH L
../SEP28K_testset/phoneme_level/fluent/64.wav,N AW AY K AE N S EY
../SEP28K_testset/phoneme_level/fluent/65.wav,AY IH K S P IH R IY AH N S T AH G R EY T D IY L AH V
../SEP28K_testset/phoneme_level/fluent/66.wav,AH N D DH EY JH AH S T T UH K M IY S AH M T AY M
../SEP28K_testset/phoneme_level/fluent/69.wav,P AH B L IH K S P IY K IH NG S IH CH UW EY SH AH N Z
../SEP28K_testset/phoneme_level/fluent/70.wav,F OW K AH S AA N DH AH AH DH ER P IY P AH L
../SEP28K_testset/phoneme_level/fluent/72.wav,AY W AA Z IH K S P AE N D IH NG AO L AH V M AY EH N ER JH IY
../SEP28K_testset/phoneme_level/fluent/73.wav,OW P AH N K AA N V ER S EY SH AH N AO R K L AE S P R EH Z AH N T EY SH AH N EH N IY T AY M AY HH AE D T UW S T AE N D IH N F R AH N T AH V AH G R UW P AH V P IY P AH L
../SEP28K_testset/phoneme_level/fluent/74.wav,DH EY K AE N T EH L AH JH OW K
../SEP28K_testset/phoneme_level/fluent/75.wav,DH EY K AE N T EH L AH F AH N IY S T AO R IY AH N D HH AE V EH V R IY B AA D IY L AE F
../SEP28K_testset/phoneme_level/fluent/77.wav,DH AE T IH Z W AH T AY W AO N T IH D
../SEP28K_testset/phoneme_level/fluent/78.wav,AH CH AE L AH N JH IH NG T AY M
../SEP28K_testset/phoneme_level/fluent/79.wav,AH L AA T AH V TH IH NG Z CH EY N JH
../SEP28K_testset/phoneme_level/fluent/80.wav,S ER T AH N L IY AH P AA R T AH V M AY P ER S IH N AH L S T AO R IY
../SEP28K_testset/phoneme_level/fluent/81.wav,AY W UH D AO L W EY Z EH N D AH P
../SEP28K_testset/phoneme_level/fluent/84.wav,W EH N AY HH AE D T UW S EY S AH M TH IH NG AW T L AW D
../SEP28K_testset/phoneme_level/fluent/85.wav,AY EH M B R EY S IH T AY AE K S EH P T IH T
../SEP28K_testset/phoneme_level/fluent/86.wav,IH N F R AH N T AH V AH G R UW P AH V P IY P AH L
../SEP28K_testset/phoneme_level/fluent/87.wav,AH N D L AY F IH Z G OW IH NG T UW M UW V AA N
../SEP28K_testset/phoneme_level/fluent/88.wav,AY TH IH NG K IH T S EH N K ER IH JH IH NG
../SEP28K_testset/phoneme_level/fluent/89.wav,AH N D W AH N S AY D IH D DH AE T
../SEP28K_testset/phoneme_level/fluent/91.wav,AH N D DH AE T W AA Z AH W AH N D ER F AH L IH K S P IH R IY AH N S AA N DH AE T D EY
../SEP28K_testset/phoneme_level/fluent/92.wav,DH AE T W AA Z M AY G OW L AE Z W EH L
../SEP28K_testset/phoneme_level/fluent/93.wav,AH N D AY HH AE D T UW R IY M AY N D M AY S EH L F
../SEP28K_testset/phoneme_level/fluent/94.wav,AY R IH L IY D UW
../SEP28K_testset/phoneme_level/fluent/95.wav,JH AH S T M IY T IH NG HH IH M K AE ZH AH W AH L IY
../SEP28K_testset/phoneme_level/fluent/96.wav,IH M HH AE P IY IH M HH EH L TH IY
../SEP28K_testset/phoneme_level/fluent/97.wav,DH AH IH K S P IH R IY AH N S DH AE T SH IY
../SEP28K_testset/phoneme_level/fluent/98.wav,AY OW N L IY S ER AW N D IH D M AY S EH L F W IH DH P AA Z AH T IH V P IY P AH L
../SEP28K_testset/phoneme_level/fluent/100.wav,DH AE T IH Z W AH T AY D IH D
../SEP28K_testset/phoneme_level/fluent/101.wav,AY R IY AH L AY Z AY AE M N AA T P ER F EH K T
../SEP28K_testset/phoneme_level/fluent/102.wav,N OW B AA D IY IH Z P ER F EH K T
../SEP28K_testset/phoneme_level/fluent/105.wav,AO L DH OW Z IH M OW SH AH N Z
../SEP28K_testset/phoneme_level/fluent/106.wav,K AH M P EH R M AY S EH L F B IH K AO Z AY W AA Z IH N S AH K Y ER
../SEP28K_testset/phoneme_level/fluent/108.wav,T UW B IY S AH M B AA D IY EH L S
../SEP28K_testset/phoneme_level/fluent/109.wav,AH N D S OW AY W UH D AO L W EY Z
../SEP28K_testset/phoneme_level/fluent/110.wav,TH AE NG K Y UW S OW M AH CH
../SEP28K_testset/phoneme_level/fluent/111.wav,B IH K AO Z AY W AA Z D EH S P R IH T
../SEP28K_testset/phoneme_level/fluent/112.wav,AH N D AY S T AA R T IH D T UW T AO K
../SEP28K_testset/phoneme_level/fluent/114.wav,IH T IH Z AO L IH N P R AA G R EH S
../SEP28K_testset/phoneme_level/fluent/115.wav,DH AE T W IY S IY IH N DH AH D IH S AO R D ER
../SEP28K_testset/phoneme_level/fluent/116.wav,IH T S AO L S OW HH AY L IY HH EH R AH T AH B AH L S OW W ER G OW IH NG T UW B IY L UH K IH NG AE T T R AE N S M IH SH AH N P AE T ER N Z
../SEP28K_testset/phoneme_level/fluent/117.wav,B AH T W EH N AY K EY M T UW DH IH S K AH L CH ER
../SEP28K_testset/phoneme_level/fluent/118.wav,IH T S S AH M TH IH NG S OW B AE D
../SEP28K_testset/phoneme_level/fluent/119.wav,F AO R M AY HH OW L L AY F
