audio_path,label
/sep28kE/test/sep28k_phn/rep/26.wav,DH AE T AY W UH D W AA N T HH ER T UW B IY L AH [REP] D HH IH S IH N IH NG F AO R
/sep28kE/test/sep28k_phn/rep/28.wav,AH N D DH AH EH P AH S OW D Z AA R F R IY [REP] L IY AH V EY L AH B AH L
/sep28kE/test/sep28k_phn/rep/29.wav,AH [REP] F AE K T M AY
/sep28kE/test/sep28k_phn/rep/30.wav,AE N AH M EY Z IH NG G AY DH AE T S G AH N T UW SH EH R P AA R T S [REP] AH V HH IH Z S T AO R IY
/sep28kE/test/sep28k_phn/rep/32.wav,K UH D Y UW F AO R M [REP] AH L IY IH N T R AH D UW S Y ER S EH L T UW AH S
/sep28kE/test/sep28k_phn/rep/33.wav,S OW AY M R IH L IY IH K S AY T AH D T UW G EH [REP] T T UW N OW HH IH M AH L IH T AH L B IH T
/sep28kE/test/sep28k_phn/rep/34.wav,JH AH S [REP] AH L IH T AH L W AY L AH G OW K EY M B AE K IH N F R AH M
/sep28kE/test/sep28k_phn/rep/36.wav,T AO K W IH DH Y EH N AH DH ER P ER [REP] S AH N HH UW
/sep28kE/test/sep28k_phn/rep/37.wav,T EH L AH S HH UW [REP] Y UW W ER
/sep28kE/test/sep28k_phn/rep/38.wav,TH AE NG K S [REP] S OW M AH CH F AO R JH OY N IH N M IY
/sep28kE/test/sep28k_phn/rep/39.wav,EH N JH OY IH NG AH N AY S S AH N IY P IY [REP] S F AH L D EY S OW F AA R AA N AH W IH K EH N D
/sep28kE/test/sep28k_phn/rep/41.wav,Y UW N OW W EH [REP] N EH V ER Y UW F IH L L AY K DH AE T Y UW AA R G EH N T IH NG M EY T T UW S T AH D ER JH AH S T S IH M P L IY S T AA P T EY AH D IY P B R EH TH
/sep28kE/test/sep28k_phn/rep/48.wav,W IH CH K AE N B IY F AW N D AA N DH AH B L AA G M EY K R UW M F AO R DH AH S T AH [REP] T ER IH NG
/sep28kE/test/sep28k_phn/rep/49.wav,AH N D DH AE N IH T R AE [REP] P AH D L IY R AE M P T AH P
/sep28kE/test/sep28k_phn/rep/50.wav,AH N D EH [REP] V ER IY D EY IH T IH Z
/sep28kE/test/sep28k_phn/pro/25.wav,S AH [REP] M W AH N T R AY IH NG T UW AH B AH L IY Z M AY S P IY CH
/sep28kE/test/sep28k_phn/pro/39.wav,AY M G OW N T UW B IY R IY S P IH [REP] K F AH L
/sep28kE/test/sep28k_phn/new_new/2.wav,P IY P AH L D AE [REP] S T AH D ER W IY N OW
/sep28kE/test/sep28k_phn/new_new/3.wav,M AY B AY F R EH N D K OW [REP] T IY 
/sep28kE/test/sep28k_phn/new_new/4.wav,K AY N D AH V B IH NG L AY K M AO R HH Y UW M [REP] AH N Y UW N OW L AY K
/sep28kE/test/sep28k_phn/new_new/7.wav,K R AH N T L AY D EY [REP] T AH D EY
/sep28kE/test/sep28k_phn/new_new/8.wav,AA N IH N S T AH G R AE M L AY K AO L HH AE SH [REP] T AE G
/sep28kE/test/sep28k_phn/new_new/9.wav,S AH M W AH N DH AE T W ER R IH L IY L IH S [REP] IH N W IH TH AW T
/sep28kE/test/sep28k_phn/new_new/10.wav,W IH TH AW T JH AH [REP] JH M AH N T 
/sep28kE/test/sep28k_phn/new_new/18.wav,T UW AH T [REP] EH N D DH AH K AA N
/sep28kE/test/sep28k_phn/new_new/19.wav,DH EY AE ZH AH L IY G EY V M IY AH P AA R T AH L S K AA [REP] L ER SH IH P
/sep28kE/test/sep28k_phn/new_new/20.wav,S OW SH IY W AA Z R IH [REP] L IY IH K S AY T IH D
/sep28kE/test/sep28k_phn/new_new/24.wav,S M AO L N IH SH AH V DH AH S T AH D [REP] ER IH NG DH EH R
